activity_comment,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value,pref_name
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn(CCc3ccccc3)nn2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4463508,nM,150000.0,uM,150.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn(CC(=O)N3CCOCC3)nn2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4438272,nM,106100.0,uM,106.1,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn([C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3CO)nn2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4532651,nM,150000.0,uM,150.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NC(C)(C)c2cn([C@H]3C[C@H](n4cc(C)c(=O)[nH]c4=O)O[C@@H]3CO)nn2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4553522,nM,122700.0,uM,122.7,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,3380.0,uM,3.38,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,13.0,uM,0.013,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NN)[C@H]1NC(C)=O,CHEMBL4867418,nM,26.8,nM,26.8,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNC)[C@H]1NC(C)=O,CHEMBL4860142,nM,29.6,nM,29.6,Neuraminidase
,CCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL4865898,nM,576.0,nM,576.0,Neuraminidase
,CCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL4873884,nM,241.0,nM,241.0,Neuraminidase
,CCCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL4863905,nM,38.3,nM,38.3,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCC(C)C)[C@H]1NC(C)=O,CHEMBL4848760,nM,2324.0,nM,2324.0,Neuraminidase
,CCCCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL4854578,nM,1098.0,nM,1098.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCCC(C)C)[C@H]1NC(C)=O,CHEMBL4845757,nM,1533.0,nM,1533.0,Neuraminidase
,CCCCCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL4872708,nM,4983.0,nM,4983.0,Neuraminidase
,CCCCCCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL4875716,nM,575.0,nM,575.0,Neuraminidase
,CCCCCCCCNNC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL4853180,nM,10000.0,nM,10000.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCc2ccccc2)[C@H]1NC(C)=O,CHEMBL4847893,nM,4345.0,nM,4345.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,235.0,nM,235.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCCc2ccccc2)[C@H]1NC(C)=O,CHEMBL4874100,nM,2462.0,nM,2462.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCCCc2ccccc2)[C@H]1NC(C)=O,CHEMBL4879195,nM,9154.0,nM,9154.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNC/C=C/c2ccccc2)[C@H]1NC(C)=O,CHEMBL4853849,nM,7845.0,nM,7845.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCc2ccccc2Cl)[C@H]1NC(C)=O,CHEMBL4876589,nM,586.0,nM,586.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCc2cccc(Cl)c2)[C@H]1NC(C)=O,CHEMBL4863258,nM,5850.0,nM,5850.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCc2ccc(Cl)cc2)[C@H]1NC(C)=O,CHEMBL4851057,nM,875.0,nM,875.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCc2ccccc2OC)[C@H]1NC(C)=O,CHEMBL4874816,nM,2765.0,nM,2765.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCc2cccc(OC)c2)[C@H]1NC(C)=O,CHEMBL4861754,nM,326.0,nM,326.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCc2ccc(OC)cc2)[C@H]1NC(C)=O,CHEMBL4871590,nM,567.0,nM,567.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNCC2CC2)[C@H]1NC(C)=O,CHEMBL4872588,nM,4111.0,nM,4111.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)NNC2CCOCC2)[C@H]1NC(C)=O,CHEMBL4863007,nM,1207.0,nM,1207.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(N)=O)[C@H]1NC(C)=O,CHEMBL4797391,nM,254.0,nM,254.0,Neuraminidase
,O=c1oc2cc(O)ccc2c2oc3cc(O)ccc3c12,CHEMBL30707,nM,37800.0,uM,37.8,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,15.36,nM,15.36,Neuraminidase
,CO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL466246,nM,17.63,nM,17.63,Neuraminidase
,CCO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL1179048,nM,73.33,nM,73.33,Neuraminidase
,CCCO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL1183504,nM,81.81,nM,81.81,Neuraminidase
,CCCCCO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL1179074,nM,35.57,nM,35.57,Neuraminidase
,CCCCCCCCO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL1179072,nM,45.49,nM,45.49,Neuraminidase
,CCCCCCCCCCCCO[C@@H]([C@@H]1OC(C(=O)O)=C[C@H](N=C(N)N)[C@H]1NC(C)=O)[C@H](O)CO,CHEMBL1183488,nM,99.2,nM,99.2,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](N)CC(C(=O)O)=C[C@H]1OC1CCSC1,CHEMBL5424932,nM,2.9,nM,2.9,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)CC(N)[C@H]1NC(C)=O,CHEMBL5417759,nM,0.4,nM,0.4,Neuraminidase
,Cc1onc(-c2ccccc2Cl)c1C(=O)N1CCN(c2ccc([N+](=O)[O-])cc2Cl)CC1,CHEMBL5415752,nM,100.0,umol/L,0.1,Neuraminidase
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.3,nM,0.3,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.1,nM,1.1,Neuraminidase
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,0.2,nM,0.2,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.4,nM,1.4,Neuraminidase
,CCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](NC(=N)N)C1,CHEMBL2206932,nM,17.4,nM,17.4,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,4.8,nM,4.8,Neuraminidase
,CCOP(=O)(O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL2206458,nM,2.2,nM,2.2,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,0.73,nM,0.73,Neuraminidase
,CCC(CC)O[C@@H]1C=C(P(=O)(O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL2206456,nM,0.52,nM,0.52,Neuraminidase
,CCC(CC)O[C@@H]1C=C(P(=O)(O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL2206459,nM,0.04,nM,0.04,Neuraminidase
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,10.8,nM,10.8,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.4,nM,1.4,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NO)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL3342330,nM,100.0,uM,0.1,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NO)C[C@H](N)[C@H]1NC(C)=O,CHEMBL3342331,nM,100.0,uM,0.1,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2cccs2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342456,nM,200.0,uM,0.2,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccccc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3341765,nM,1170.0,uM,1.17,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccc(C(C)C)cc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342457,nM,1440.0,uM,1.44,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccccc2OC)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342458,nM,550.0,uM,0.55,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(Cc2ccc(-c3ccccc3)cc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342459,nM,150.0,uM,0.15,Neuraminidase
,CCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342460,nM,670.0,uM,0.67,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CC(C)C)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342461,nM,230.0,uM,0.23,Neuraminidase
,CCCCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342462,nM,780.0,uM,0.78,Neuraminidase
,CCCCN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342463,nM,1140.0,uM,1.14,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CCC(C)C)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342464,nM,370.0,uM,0.37,Neuraminidase
,CCC(CC)CN(C(=N)N)[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342465,nM,950.0,uM,0.95,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N(CCCc2ccccc2)C(=N)N)[C@H]1NC(C)=O,CHEMBL3342466,nM,790.0,uM,0.79,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,17.0,uM,0.017,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL81717,nM,6.9,uM,0.0069,Neuraminidase
,CCC(CC)CN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342467,nM,27.0,uM,0.027,Neuraminidase
,CCCCN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342468,nM,19.0,uM,0.019,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCC(C)C)[C@H]1NC(C)=O,CHEMBL3342469,nM,78.0,uM,0.078,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2cccs2)[C@H]1NC(C)=O,CHEMBL3342470,nM,15.0,uM,0.015,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2)[C@H]1NC(C)=O,CHEMBL3342471,nM,7.1,uM,0.0071,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2OC)[C@H]1NC(C)=O,CHEMBL3342472,nM,31.0,uM,0.031,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2O)[C@H]1NC(C)=O,CHEMBL3342473,nM,21.0,uM,0.021,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2Cl)[C@H]1NC(C)=O,CHEMBL3342474,nM,3.6,uM,0.0036,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2Br)[C@H]1NC(C)=O,CHEMBL3342475,nM,13.0,uM,0.013,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2F)[C@H]1NC(C)=O,CHEMBL3342476,nM,10.0,uM,0.01,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC/C=C/c2ccccc2)[C@H]1NC(C)=O,CHEMBL3342477,nM,14.0,uM,0.014,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL3342478,nM,1.9,uM,0.0019,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCCCc2ccccc2)[C@H]1NC(C)=O,CHEMBL3342479,nM,32.0,uM,0.032,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCCCN)[C@H]1NC(C)=O,CHEMBL3342480,nM,100.0,uM,0.1,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccccc2OCc2ccco2)[C@H]1NC(C)=O,CHEMBL3342481,nM,59.0,uM,0.059,Neuraminidase
,C=CCOc1ccccc1CN[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL3342482,nM,90.0,uM,0.09,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2Cl)[C@H]1NC(C)=O,CHEMBL3342483,nM,11.0,uM,0.011,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccccc3)cc2-c2ccccc2)[C@H]1NC(C)=O,CHEMBL3342484,nM,43.0,uM,0.043,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,2.1,uM,0.0021,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NC(=O)CSc1cccc2ccccc12,CHEMBL3355596,nM,25.0,uM,0.025,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NC(=O)CSc1cccc2ccccc12,CHEMBL3355596,nM,21.0,uM,0.021,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,11.2,uM,0.0112,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,CHEMBL4128362,nM,889.0,uM,0.889,Neuraminidase
,CC(=O)N[C@@H]1C[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,CHEMBL4126987,nM,535.0,uM,0.535,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1C[C@H](O)CO,CHEMBL4127125,nM,281.0,uM,0.281,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)CCO,CHEMBL4125754,nM,28200.0,uM,28.2,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@@H](C)O,CHEMBL4125895,nM,23770.0,uM,23.77,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,1.3,uM,0.0013,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,CHEMBL4128362,nM,863.0,uM,0.863,Neuraminidase
,CC(=O)N[C@@H]1C[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,CHEMBL4126987,nM,583.0,uM,0.583,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1C[C@H](O)CO,CHEMBL4127125,nM,316.0,uM,0.316,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)CCO,CHEMBL4125754,nM,24520.0,uM,24.52,Neuraminidase
,CC(=O)N[C@@H]1[C@@H](O)[C@@H](F)[C@](F)(C(=O)O)O[C@H]1[C@H](O)[C@@H](C)O,CHEMBL4125895,nM,26100.0,uM,26.1,Neuraminidase
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,210.0,nM,210.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)CN)[C@H]1NC(C)=O,CHEMBL4294103,nM,2670.0,nM,2670.0,Neuraminidase
,C=CC(=O)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL4283522,nM,2977.0,nM,2977.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)C(F)(F)F)[C@H]1NC(C)=O,CHEMBL4290699,nM,266.0,nM,266.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)C(F)F)[C@H]1NC(C)=O,CHEMBL4280059,nM,190.0,nM,190.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=O)CF)[C@H]1NC(C)=O,CHEMBL4287286,nM,228.0,nM,228.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(C)=O)[C@H]1NC(C)=O,CHEMBL4295229,nM,238.0,nM,238.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC=O)[C@H]1NC(C)=O,CHEMBL4283925,nM,1294.0,nM,1294.0,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL139367,nM,0.3,nM,0.3,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCOC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL4288995,nM,4.0,nM,4.0,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCNC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL4288789,nM,3.6,nM,3.6,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL139367,nM,18.4,nM,18.4,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCOC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL4288995,nM,73.0,nM,73.0,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCNC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL4288789,nM,10.0,nM,10.0,Neuraminidase
,CCc1ccc(CN[C@H]2CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]2NC(C)=O)cc1,CHEMBL4285767,nM,727.23,nM,727.23,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Cc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4278505,nM,915.67,nM,915.67,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OC)cc2)[C@H]1NC(C)=O,CHEMBL4292576,nM,3147.33,nM,3147.33,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2cccc(OC)c2)[C@H]1NC(C)=O,CHEMBL4281970,nM,30026.67,nM,30026.67,Neuraminidase
,CCC(CC)Oc1ccc(CN[C@H]2CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]2NC(C)=O)cc1,CHEMBL4285398,nM,100000.0,nM,100000.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Oc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4282553,nM,363.87,nM,363.87,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(SC3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4292761,nM,100000.0,nM,100000.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Sc3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL4276773,nM,36.34,nM,36.34,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4287425,nM,32.81,nM,32.81,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3ccc(SC)cc3)cc2)[C@H]1NC(C)=O,CHEMBL4288395,nM,82186.67,nM,82186.67,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cc4ccccc4s3)cc2)[C@H]1NC(C)=O,CHEMBL4285029,nM,27003.33,nM,27003.33,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,2824.67,nM,2824.67,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,7.67,nM,7.67,Neuraminidase
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,4.9,nM,4.9,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,0.7,nM,0.7,Neuraminidase
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,3.7,nM,3.7,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,0.8,nM,0.8,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4746198,nM,600.0,uM,0.6,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccccc3C)cc2)[C@H]1NC(C)=O,CHEMBL4763031,nM,5560.0,uM,5.56,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3cccc(C)c3)cc2)[C@H]1NC(C)=O,CHEMBL4748661,nM,840.0,uM,0.84,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccc(C)cc3)cc2)[C@H]1NC(C)=O,CHEMBL4758956,nM,1430.0,uM,1.43,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3cccc(OC)c3)cc2)[C@H]1NC(C)=O,CHEMBL4740743,nM,330.0,uM,0.33,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccc(OC)cc3)cc2)[C@H]1NC(C)=O,CHEMBL4777712,nM,1990.0,uM,1.99,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccccc3F)cc2)[C@H]1NC(C)=O,CHEMBL4747976,nM,880.0,uM,0.88,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3cccc(F)c3)cc2)[C@H]1NC(C)=O,CHEMBL4755021,nM,1420.0,uM,1.42,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccc(F)cc3)cc2)[C@H]1NC(C)=O,CHEMBL4777000,nM,1680.0,uM,1.68,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(OCc3ccccc3C#N)cc2)[C@H]1NC(C)=O,CHEMBL4744563,nM,100000.0,uM,100.0,Neuraminidase
