activity_comment,canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value,pref_name
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,138.23,nM,138.23,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,62.84,nM,62.84,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,1558.33,nM,1558.33,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,192.6,nM,192.6,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,2923.67,nM,2923.67,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,389.1,nM,389.1,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,5.4,nM,5.4,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,13.01,nM,13.01,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,33.85,nM,33.85,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,1.26,nM,1.26,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,10.85,nM,10.85,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,73.82,nM,73.82,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,CHEMBL4160858,nM,363.57,nM,363.57,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,CHEMBL4168794,nM,181.17,nM,181.17,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,539.03,nM,539.03,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,224.87,nM,224.87,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,24803.33,nM,24803.33,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,1038.8,nM,1038.8,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,1322.0,nM,1322.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,6870.0,nM,6870.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,15.72,nM,15.72,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,22.8,nM,22.8,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,9.53,nM,9.53,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,5.34,nM,5.34,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,4.06,nM,4.06,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,57.46,nM,57.46,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,CHEMBL4160858,nM,288.37,nM,288.37,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,CHEMBL4168794,nM,216.53,nM,216.53,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,368.7,nM,368.7,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,29.0,nM,29.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,817.37,nM,817.37,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,43.89,nM,43.89,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,360.7,nM,360.7,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,17.87,nM,17.87,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,7.77,nM,7.77,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,7.39,nM,7.39,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,5.74,nM,5.74,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,0.35,nM,0.35,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,2.13,nM,2.13,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,20.74,nM,20.74,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,CHEMBL4160858,nM,74.18,nM,74.18,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,CHEMBL4168794,nM,13.66,nM,13.66,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,27.39,nM,27.39,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,2.29,nM,2.29,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,559.63,nM,559.63,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,504.1,nM,504.1,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,592.8,nM,592.8,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,163.57,nM,163.57,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,4.17,nM,4.17,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,9.15,nM,9.15,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)C)cc2)[C@H]1NC(C)=O,CHEMBL4172581,nM,8.41,nM,8.41,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,1.79,nM,1.79,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,6.51,nM,6.51,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4165368,nM,40.46,nM,40.46,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCSCC3)cc2)[C@H]1NC(C)=O,CHEMBL4160858,nM,155.9,nM,155.9,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(NC(C)=O)cc2)[C@H]1NC(C)=O,CHEMBL4168794,nM,31.47,nM,31.47,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(Nc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4174094,nM,94.2,nM,94.2,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(C)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4163386,nM,11.37,nM,11.37,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4162570,nM,2586.0,nM,2586.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccc3)cc2)[C@H]1NC(C)=O,CHEMBL4173256,nM,1820.67,nM,1820.67,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-n3cccn3)cc2)[C@H]1NC(C)=O,CHEMBL4166014,nM,9123.33,nM,9123.33,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(-c3cccs3)cc2)[C@H]1NC(C)=O,CHEMBL3342485,nM,1463.33,nM,1463.33,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,8.42,nM,8.42,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,17.61,nM,17.61,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4161935,nM,603.83,nM,603.83,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4175983,nM,288.5,nM,288.5,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,817.43,nM,817.43,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,33.55,nM,33.55,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCCCNc2cccc(Cl)c2C)[C@H]1NC(C)=O,CHEMBL4175711,nM,0.59,uM,0.00059,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@@H](O)[C@@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)NC(=O)CSc1cccc2ccccc12,CHEMBL4172298,nM,21.0,uM,0.021,Neuraminidase
,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1NC(=N)N,CHEMBL222813,nM,2.0,nM,2.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,370.0,nM,370.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(=N)N)[C@H]1NC(C)=O,CHEMBL81717,nM,2.0,nM,2.0,Neuraminidase
,CCCCCCCC(=O)/N=C(\N)N[C@H]1C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]1NC(C)=O,CHEMBL4161862,nM,290.0,nM,290.0,Neuraminidase
,COc1ccc2cc([C@H](C)C(=O)/N=C(\N)N[C@H]3C=C(C(=O)O)O[C@@H]([C@H](O)[C@H](O)CO)[C@@H]3NC(C)=O)ccc2c1,CHEMBL4164188,nM,260.0,nM,260.0,Neuraminidase
,CCCCCCCC(=O)/N=C(\N)N[C@H]1CC(C(=O)O)=C[C@@H](OC(CC)CC)[C@@H]1NC(C)=O,CHEMBL4172062,nM,18.0,nM,18.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N/C(N)=N/C(=O)[C@@H](C)c2ccc3cc(OC)ccc3c2)[C@H]1NC(C)=O,CHEMBL4160792,nM,190.0,nM,190.0,Neuraminidase
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,14.8,nM,14.8,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(C)=O)[C@H]1NC(C)=O,CHEMBL4295229,nM,59.5,nM,59.5,Neuraminidase
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,2.5,nM,2.5,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NC(C)=O)[C@H]1NC(C)=O,CHEMBL4295229,nM,16.5,nM,16.5,Neuraminidase
,CCC(CC)OC1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4280263,nM,272.0,nM,272.0,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL139367,nM,23.1,nM,23.1,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCOC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL4288995,nM,10.5,nM,10.5,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCNC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL4288789,nM,10.9,nM,10.9,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCOCCCc2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL4278125,nM,15.3,nM,15.3,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCO)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL4285430,nM,35.4,nM,35.4,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCN)[C@@H](C(=O)O)C[C@H]1NC(=N)N.O=C(O)C(F)(F)F,CHEMBL4293261,nM,34.3,nM,34.3,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL139367,nM,3.6,nM,3.6,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCOC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL4288995,nM,8.6,nM,8.6,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCNC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL4288789,nM,5.3,nM,5.3,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL139367,nM,92.5,nM,92.5,Neuraminidase
,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](OC(=O)NCCCNC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](C(=O)O)C[C@H]1NC(=N)N,CHEMBL4288789,nM,166.0,nM,166.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](Cc2ccccc2)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4280589,nM,21890.0,uM,21.89,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](CC(C)C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4294634,nM,6550.0,uM,6.55,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@H](C)C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4164459,nM,24440.0,uM,24.44,Neuraminidase
,CCCC[C@@H](NC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1)C(=O)O,CHEMBL4279487,nM,30740.0,uM,30.74,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C2CC2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4285549,nM,46440.0,uM,46.44,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)(C)C)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4290808,nM,1300.0,uM,1.3,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4161045,nM,4180.0,uM,4.18,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,210.0,uM,0.21,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,3840.0,uM,3.84,Neuraminidase
,COc1ccccc1/C=N/NC(=O)C(=O)NCCCN1CCOCC1,CHEMBL4470134,nM,7100.0,uM,7.1,Neuraminidase
,COc1cc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)cc(OC)c1OC,CHEMBL4568692,nM,2610.0,uM,2.61,Neuraminidase
,O=C(NCCCN1CCOCC1)C(=O)N/N=C/c1ccc(O)c([N+](=O)[O-])c1,CHEMBL4458118,nM,4370.0,uM,4.37,Neuraminidase
,O=C(NCCCN1CCOCC1)C(=O)N/N=C/c1ccccc1O,CHEMBL3199461,nM,6480.0,uM,6.48,Neuraminidase
,COc1ccc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)cc1OC,CHEMBL4569555,nM,2370.0,uM,2.37,Neuraminidase
,COc1cc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)ccc1O,CHEMBL4451406,nM,4670.0,uM,4.67,Neuraminidase
,COc1cc(/C=N/NC(=O)C(=O)NCCCN2CCOCC2)cc(OC)c1O,CHEMBL4584098,nM,3150.0,uM,3.15,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4463961,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4474055,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4583873,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4563489,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(F)cc2)C[C@H](NCc2ccc(SC)cc2)[C@H]1NC(C)=O,CHEMBL4445358,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4520501,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4563229,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4540568,nM,48820.0,uM,48.82,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4535834,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)N[C@@H](C(=O)O)C(C)C)C[C@H](NCc2ccc(SC)cc2)[C@H]1NC(C)=O,CHEMBL4443707,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](NCc2ccc(SC)cc2)[C@H]1NC(C)=O,CHEMBL4448599,nM,1400.0,uM,1.4,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Cl)cc2)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4464207,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Cl)cc2)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4519625,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Cl)cc2)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4591611,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Cl)cc2)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4591575,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(Cl)cc2)C[C@H](NCc2ccc(SC)cc2)[C@H]1NC(C)=O,CHEMBL4557580,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(=O)O)cc2)C[C@H](NCc2ccc(N(CC)CC)cc2)[C@H]1NC(C)=O,CHEMBL4562953,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(=O)O)cc2)C[C@H](NCc2ccc(N3CCCC3)cc2)[C@H]1NC(C)=O,CHEMBL4447730,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(=O)O)cc2)C[C@H](NCc2ccc(Sc3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4543729,nM,8490.0,uM,8.49,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(=O)O)cc2)C[C@H](NCc2ccc(-c3ccccc3)cc2)[C@H]1NC(C)=O,CHEMBL4455023,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2ccc(C(=O)O)cc2)C[C@H](NCc2ccc(SC)cc2)[C@H]1NC(C)=O,CHEMBL4475915,nM,100000.0,uM,100.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)O)C[C@H](N)[C@H]1NC(C)=O,CHEMBL674,nM,2450.0,uM,2.45,Neuraminidase
,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,CHEMBL1229,nM,9600.0,uM,9.6,Neuraminidase
,CCCC(=O)c1c(O)c(C=O)c(O)c(Cc2c(O)c(C=O)c(O)c(C(=O)CCC)c2O)c1O,CHEMBL4442860,nM,2500.0,uM,2.5,Neuraminidase
,CCCC(=O)c1c(O)cc(O)c(CC2=C(O)C(C)(C)C(O)=C(C(C)=O)C2=O)c1O,CHEMBL4548268,nM,1600.0,uM,1.6,Neuraminidase
,CCCC(=O)c1c(O)c(CC2=C(O)C(C)(C)C(O)=C(C(C)=O)C2=O)c(O)c(Cc2c(O)c(CC3=C(O)C(C)(C)C(O)=C(C(C)=O)C3=O)c(O)c(C(=O)CCC)c2O)c1O,CHEMBL4551878,nM,3600.0,uM,3.6,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn(Cc3ccc([N+](=O)[O-])cc3)nn2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4565515,nM,150000.0,uM,150.0,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn(Cc3ccccc3Cl)nn2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4516144,nM,79200.0,uM,79.2,Neuraminidase
,CCC(CC)O[C@@H]1C=C(C(=O)NCc2cn(Cc3ccc(Br)cc3)nn2)C[C@H](N)[C@H]1NC(C)=O,CHEMBL4468358,nM,23800.0,uM,23.8,Neuraminidase
